City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,barrouallie,13.2333,-61.2667,25.79,89,40,1.54,VC,1722507314
363,natal,-5.795,-35.2094,23.12,83,20,4.12,BR,1722507425
364,kabwe,-14.4469,28.4464,25.82,19,7,5.17,ZM,1722507500
365,weiser,44.251,-116.9693,19.26,34,0,2.21,US,1722507501
366,walvis bay,-22.9575,14.5053,15.94,58,0,1.89,NA,1722507503
367,touros,-5.1989,-35.4608,23.48,85,32,5.3,BR,1722507504
368,hammerfest,70.6634,23.6821,15.25,77,40,5.14,NO,1722507505
369,lata,40.1629,-8.3327,24.72,57,69,2.66,PT,1722507506
370,charters towers,-20.1,146.2667,18.44,61,100,4.53,AU,1722507507
371,barra de santo antonio,-9.4047,-35.5072,21.6,74,14,5.51,BR,1722507508
372,aral,40.5156,81.2636,37.44,18,26,3.8,CN,1722507509
373,labrador city,52.9463,-66.9114,14.95,94,20,1.54,CA,1722507510
374,ungsang-nodongjagu,42.3578,130.4622,21.56,97,88,0.79,KP,1722507511
375,rasht,37.2808,49.5832,28.9,70,75,4.12,IR,1722507512
376,gaigeturi,33.4644,126.3183,30.03,79,40,2.57,KR,1722507514
377,beni mellal,32.3373,-6.3498,29.79,45,0,1.54,MA,1722507515
378,mgandu,-5.95,34.1333,25.29,22,68,4.33,TZ,1722507516
379,tosontsengel,48.7567,98.2839,16.69,71,100,3.85,MN,1722507517
380,mongoumba,3.6415,18.5936,35.24,32,13,1.16,CF,1722507518
381,ciudad lazaro cardenas,17.9583,-102.2,26.17,82,100,1.83,MX,1722507519
382,saudarkrokur,65.7461,-19.6394,12.62,77,100,0.54,IS,1722507520
383,newman,37.3138,-121.0208,20.22,76,19,0.45,US,1722507521
384,ajuy,11.1724,123.0197,27.23,82,94,1.81,PH,1722507522
385,polyarnyy,69.1989,33.4478,13.83,85,100,6.33,RU,1722507523
386,klyuchi,52.2667,79.1667,33.23,25,42,3.47,RU,1722507524
387,inongo,-1.95,18.2667,27.02,43,7,1.13,CD,1722507525
388,chokwe,-24.5333,32.9833,26.04,47,28,1.72,MZ,1722507526
389,fisterra,42.9049,-9.2629,21.12,89,92,5.7,ES,1722507527
390,kilindoni,-7.9139,39.6668,25.05,71,16,7.35,TZ,1722507530
391,popondetta,-8.7537,148.2534,23.14,99,100,1.69,PG,1722507531
392,weno,7.4515,151.8468,28.97,79,40,0.0,FM,1722507532
393,greymouth,-42.4667,171.2,1.9,88,2,3.89,NZ,1722507533
394,ponta delgada,37.7333,-25.6667,23.4,78,20,2.57,PT,1722507534
395,lerwick,60.1545,-1.1494,15.0,83,94,4.3,GB,1722507535
396,anse-bertrand,16.4721,-61.5078,24.9,80,89,4.71,GP,1722507536
397,menongue,-14.6585,17.691,30.56,11,0,3.65,AO,1722507537
398,beijing,39.9075,116.3972,31.94,49,1,3.05,CN,1722507304
399,dryden,49.7833,-92.7503,17.16,94,20,2.06,CA,1722507539
400,kidal,18.4411,1.4078,31.72,49,96,5.53,ML,1722507540
401,feijo,-8.1642,-70.3536,20.43,58,1,0.72,BR,1722507541
402,dingzhou,38.5131,114.9956,33.06,56,0,1.72,CN,1722507544
403,alotau,-10.3069,150.4462,23.3,95,100,2.59,PG,1722507545
404,sol'-iletsk,51.1631,54.9918,26.35,35,67,7.16,RU,1722507546
405,plastun,44.7561,136.2939,21.4,97,92,0.39,RU,1722507547
406,jorpeland,59.0225,6.0408,16.69,70,62,2.3,NO,1722507548
407,eyl,7.9803,49.8164,33.77,43,43,12.9,SO,1722507549
408,valera,9.3178,-70.6036,21.73,72,89,3.32,VE,1722507415
409,cadale,2.7603,46.3222,26.62,71,17,9.66,SO,1722507551
410,greenville,35.6127,-77.3663,24.42,98,0,1.54,US,1722507395
411,astrakhan,46.3497,48.0408,31.93,25,40,9.0,RU,1722507553
412,togur,58.3631,82.8265,23.54,61,98,3.44,RU,1722507554
413,ratnagiri,16.9833,73.3,27.39,86,100,6.4,IN,1722507555
414,villa juarez,24.6536,-107.5411,25.45,90,100,2.5,MX,1722507558
415,moose jaw,50.4001,-105.5344,16.14,59,20,3.6,CA,1722507559
416,saint-bonnet-de-mure,45.6833,5.0333,29.41,60,0,4.12,FR,1722507560
417,wulingyuan,29.3494,110.5441,25.26,89,94,1.19,CN,1722507561
418,suluru,13.7,80.0167,34.31,44,98,1.42,IN,1722507562
419,kantunilkin,21.0917,-87.45,23.87,100,26,0.97,MX,1722507563
420,iskateley,67.6803,53.1512,25.32,41,34,6.07,RU,1722507564
421,miquelon,47.0975,-56.3814,18.0,97,100,4.79,PM,1722507565
422,laguna,38.421,-121.4238,19.58,67,0,2.57,US,1722507566
423,caleta de carquin,-11.0925,-77.6267,16.27,91,2,4.0,PE,1722507434
424,dakhla,23.6848,-15.958,23.01,78,20,13.89,EH,1722507568
425,klaksvik,62.2266,-6.589,12.51,95,99,8.34,FO,1722507569
426,tateyama,34.9833,139.8667,28.94,84,100,3.53,JP,1722507570
427,guelma,36.4621,7.4261,41.74,13,0,1.44,DZ,1722507572
428,ugoofaaru,5.6667,73.0,28.91,75,100,4.32,MV,1722507573
429,saldanha,-33.0117,17.9442,14.14,78,0,5.02,ZA,1722507574
430,sampit,-2.5333,112.95,26.52,88,86,2.25,ID,1722507575
431,mangai,-4.05,19.5333,37.51,24,39,1.24,CD,1722507576
432,kamuli,0.9472,33.1197,30.27,38,55,1.7,UG,1722507577
433,mansa,29.9833,75.3833,28.62,77,100,1.94,IN,1722507376
434,dolinsk,47.35,142.8,16.4,97,100,3.43,RU,1722507579
435,turpan,42.9333,89.1667,41.57,13,66,3.48,CN,1722507581
436,south hedland,-20.4089,118.5983,22.96,53,96,5.66,AU,1722507582
437,reggane,26.7158,0.1714,40.11,9,0,11.03,DZ,1722507584
438,cape canaveral,28.4058,-80.6048,26.74,90,0,2.57,US,1722507585
439,mangrol,21.1167,70.1167,28.27,83,100,9.28,IN,1722507586
440,arraial do cabo,-22.9661,-42.0278,20.92,64,0,2.06,BR,1722507587
441,sarmiento,-45.5882,-69.07,6.3,73,95,3.44,AR,1722507588
442,dunedin,-45.8742,170.5036,5.45,84,51,1.34,NZ,1722507589
443,pangai,-19.8,-174.35,23.43,67,100,6.14,TO,1722507591
444,giyani,-23.3025,30.7187,20.35,60,98,1.71,ZA,1722507592
445,antofagasta,-23.65,-70.4,14.6,92,52,1.25,CL,1722507067
446,isangel,-19.55,169.2667,21.89,83,100,5.85,VU,1722507594
447,luis correia,-2.8792,-41.6669,23.45,77,8,2.54,BR,1722507595
448,rikaze,29.25,88.8833,24.63,18,9,2.28,CN,1722507596
449,pudasjarvi,65.3833,26.9167,12.54,96,100,3.26,FI,1722507598
450,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1722507599
451,viktring,46.5938,14.2697,28.24,57,33,2.06,AT,1722507600
452,shahdol,23.2833,81.35,28.7,75,100,4.93,IN,1722507601
453,amga,60.8953,131.9608,13.99,55,93,2.74,RU,1722507602
454,happy valley-goose bay,53.3168,-60.3315,15.17,94,100,2.57,CA,1722507603
455,portage la prairie,49.9728,-98.2926,16.61,62,0,3.24,CA,1722507604
456,oxelosund,58.6706,17.1015,19.21,52,0,6.17,SE,1722507605
457,saint-pierre,-21.3393,55.4781,24.81,53,0,3.6,RE,1722507606
458,new martinsville,39.6445,-80.8576,22.37,94,0,1.79,US,1722507607
459,keflavik,64.0049,-22.5624,10.24,93,75,2.57,IS,1722507608
460,cangas de onis,43.3284,-5.0718,23.47,82,54,2.85,ES,1722507609
461,thasra,22.8,73.2167,32.28,63,100,7.27,IN,1722507610
462,bokani,9.4333,5.2,28.82,65,77,3.68,NG,1722507611
463,salmon arm,50.6998,-119.3024,15.62,88,5,1.03,CA,1722507613
464,parli vaijnath,18.85,76.5333,29.12,68,100,7.87,IN,1722507614
465,awjilah,29.1081,21.2869,35.3,24,0,4.41,LY,1722507615
466,shingu,33.7333,135.9833,25.76,83,3,0.52,JP,1722507616
467,ghanzi,-21.5667,21.7833,25.96,15,2,9.04,BW,1722507617
468,ha'il,27.5219,41.6907,38.01,15,0,2.06,SA,1722507618
469,las palmas de gran canaria,28.0997,-15.4134,25.8,57,20,15.43,ES,1722507451
470,katsuura,35.1333,140.3,24.19,95,100,4.26,JP,1722507620
471,pedernales,18.0384,-71.744,27.48,70,32,0.89,DO,1722507621
472,howard springs,-12.497,131.047,25.06,73,10,2.45,AU,1722507622
473,diego de almagro,-26.3667,-70.05,12.45,38,100,1.36,CL,1722507623
474,raghunathpur,23.55,86.6667,32.36,65,82,3.87,IN,1722507624
475,rosarito,32.3333,-117.0333,19.05,90,0,2.7,MX,1722507625
476,pisco,-13.7,-76.2167,14.03,94,100,1.03,PE,1722507626
477,hargeysa,9.56,44.065,29.35,35,56,9.3,SO,1722507628
478,port moresby,-9.4431,147.1797,25.68,83,40,5.14,PG,1722507629
479,tamanrasset,22.785,5.5228,30.95,20,0,6.17,DZ,1722507630
480,melfort,52.8667,-104.6177,17.07,77,3,2.57,CA,1722507631
481,san luis de la loma,17.2706,-100.8939,27.11,72,100,1.31,MX,1722507632
482,macheng,31.1783,115.0319,29.18,85,96,2.78,CN,1722507633
483,nhamunda,-2.1861,-56.7131,22.12,69,9,1.15,BR,1722507634
484,selfoss,63.9331,-20.9971,10.33,96,100,0.21,IS,1722507635
485,coban,15.4833,-90.3667,14.58,96,100,0.95,GT,1722507477
486,posto fiscal rolim de moura,-13.0833,-62.2667,19.9,58,0,0.92,BR,1722507637
487,banff,51.1762,-115.5698,11.54,71,100,0.51,CA,1722507638
488,cockburn town,21.4612,-71.1419,28.2,84,100,8.87,TC,1722507493
489,fale old settlement,-9.3852,-171.2468,27.32,70,100,6.63,TK,1722507640
490,antonio enes,-16.2325,39.9086,26.72,50,34,5.74,MZ,1722507642
491,baiyin,36.5583,104.2081,31.04,20,100,8.67,CN,1722507643
492,kerbakhiar,40.1067,46.0383,19.27,75,74,3.23,AZ,1722507644
493,abasolo,20.45,-101.5167,15.11,97,99,1.2,MX,1722507645
494,puerto deseado,-47.7503,-65.8938,7.29,77,100,4.19,AR,1722507646
495,juazeirinho,-6.8167,-38.05,23.16,65,11,2.95,BR,1722507647
496,nova kakhovka,46.7545,33.3486,31.05,18,71,3.79,UA,1722507648
497,suva,-18.1416,178.4415,20.71,100,40,1.54,FJ,1722507649
498,kita,13.0349,-9.4895,27.39,73,98,3.63,ML,1722507650
499,auch,43.65,0.5833,24.08,99,81,3.5,FR,1722507651
500,mabaruma,8.2,-59.7833,21.81,100,88,0.62,GY,1722507652
501,qaisumah,28.3112,46.1273,44.98,6,0,6.69,SA,1722507654
502,parun,35.4207,70.9221,21.82,38,0,4.5,AF,1722507655
503,slave lake,55.2834,-114.769,13.99,72,0,3.09,CA,1722507656
504,irymple,-34.25,142.1667,11.21,46,64,3.72,AU,1722507657
505,xinji,37.9028,115.2036,35.16,57,0,1.64,CN,1722507658
506,tanjung selor,2.8372,117.3642,26.01,96,69,1.17,ID,1722507659
507,xai-xai,-25.0519,33.6442,23.53,60,47,3.67,MZ,1722507660
508,tibati,6.4667,12.6333,23.19,82,100,1.68,CM,1722507661
509,mahina,-17.5065,-149.489,18.87,68,0,2.06,PF,1722507662
510,kruisfontein,-34.0033,24.7314,18.27,29,0,1.76,ZA,1722507663
511,kailua-kona,19.6406,-155.9956,22.48,95,100,2.53,US,1722507664
512,buala,-8.145,159.5921,26.11,85,51,1.45,SB,1722507665
513,fada,7.25,4.0667,25.73,84,81,2.22,NG,1722507666
514,malanje,-9.5402,16.341,30.63,27,5,0.96,AO,1722507668
515,porto belo,-27.1578,-48.5531,17.17,100,89,2.28,BR,1722507669
516,chikmagalur,13.3167,75.7833,21.33,91,100,4.39,IN,1722507670
517,meulaboh,4.1363,96.1285,28.71,74,100,3.01,ID,1722507671
518,pahrump,36.2083,-115.9839,26.06,23,0,1.75,US,1722507672
519,paghman,34.5875,68.9533,28.96,15,0,5.21,AF,1722507673
520,holetown,13.1867,-59.6381,25.31,73,0,2.19,BB,1722507674
521,salahonda,2.1019,-78.7217,25.74,82,98,7.31,CO,1722507675
522,galliano,29.4422,-90.2992,25.24,94,40,0.0,US,1722507676
523,long beach,33.767,-118.1892,17.66,87,0,2.57,US,1722507310
524,khandyga,62.6667,135.6,10.85,74,92,2.15,RU,1722507678
525,lewiston orchards,46.3804,-116.9754,20.51,58,0,2.06,US,1722507680
526,nova vicosa,-17.8919,-39.3719,22.59,85,30,6.45,BR,1722507681
527,sinabang,2.4803,96.3801,30.0,68,90,1.92,ID,1722507682
528,kudahuvadhoo,2.6708,72.8944,28.77,71,88,1.41,MV,1722507683
529,kembe,4.6228,21.8865,23.99,81,100,1.46,CF,1722507684
530,hilo,19.7297,-155.09,20.05,87,20,3.09,US,1722507685
531,island harbour,50.724,-1.2758,25.05,71,32,1.34,GB,1722507687
532,al burayqah,30.4062,19.5739,30.29,42,0,4.99,LY,1722507688
533,yeppoon,-23.1333,150.7333,14.03,71,0,3.59,AU,1722507689
534,daru,-9.0763,143.2092,24.63,89,100,8.62,PG,1722507690
535,turinsk,58.0458,63.696,21.18,71,81,4.76,RU,1722507691
536,nar'yan-mar,67.6713,53.087,25.33,41,34,6.14,RU,1722507692
537,divnomorskoye,44.5011,38.1353,26.5,50,16,4.13,RU,1722507693
538,gislaved,57.3044,13.5408,23.39,34,100,0.2,SE,1722507694
539,santyoku,37.4406,129.1708,29.6,76,24,2.14,KR,1722507695
540,agboville,5.928,-4.2132,24.29,88,100,2.46,CI,1722507696
541,basoko,1.2391,23.616,32.69,46,36,0.91,CD,1722507697
542,bogale,16.2833,95.4,29.11,75,100,5.68,MM,1722507698
543,puerto santa,-8.9906,-78.6456,16.4,89,0,1.53,PE,1722507700
544,flying fish cove,-10.4217,105.6791,25.82,78,20,3.6,CX,1722507701
545,rio grande,-32.035,-52.0986,13.3,93,53,4.72,BR,1722507233
546,shimoda,34.6667,138.95,26.17,89,99,2.94,JP,1722507703
547,solleftea,63.1667,17.2667,18.92,55,97,5.11,SE,1722507704
548,nekrasovka,48.3525,135.2325,21.01,94,75,5.0,RU,1722507705
549,faya-largeau,17.9257,19.1043,31.15,53,96,2.96,TD,1722507707
550,businga,3.3333,20.8833,32.8,45,90,1.42,CD,1722507708
551,papao,-17.75,-149.55,18.82,61,4,6.61,PF,1722507709
552,krasnyy chikoy,50.3643,108.7512,19.61,91,100,0.87,RU,1722507710
553,dingcheng,32.1272,115.0394,29.05,85,93,4.17,CN,1722507711
554,boali,4.8005,18.1275,31.84,43,18,2.63,CF,1722507712
555,harstad,68.799,16.5293,13.76,97,100,6.26,NO,1722507714
556,cidade velha,14.9167,-23.6167,27.26,65,40,5.14,CV,1722507715
557,caldwell,43.6629,-116.6874,18.59,67,0,0.0,US,1722507716
558,gray,35.4167,-100.802,24.89,43,92,4.61,US,1722507319
559,sechura,-5.5569,-80.8222,17.12,82,6,2.99,PE,1722507718
560,lensk,60.7253,114.9278,19.79,33,62,3.23,RU,1722507719
561,bryant,34.5959,-92.4891,24.39,93,0,2.07,US,1722507720
562,dikwa,12.024,13.9165,22.9,92,100,4.43,NG,1722507721
563,mana,5.6592,-53.7767,25.53,82,1,2.39,GF,1722507722
564,zabol,32.25,67.25,35.25,13,8,6.64,AF,1722507723
565,muroto-misakicho,33.2833,134.15,28.82,80,10,3.09,JP,1722507724
566,kingscliff,-28.2667,153.5667,13.68,67,1,3.09,AU,1722507726
567,charles town,39.289,-77.8597,19.86,89,0,0.0,US,1722507698
568,francistown,-21.17,27.5079,25.15,31,8,5.61,BW,1722507728
569,nagqu,31.5,92.0,17.98,30,95,2.97,CN,1722507729
570,nanao,37.05,136.9667,26.39,89,5,0.93,JP,1722507730
571,qamdo,31.1667,97.2333,19.77,30,72,2.35,CN,1722507731
572,baker city,44.7749,-117.8344,13.84,82,0,0.0,US,1722507732
573,sassandra,4.95,-6.0833,23.41,93,100,3.94,CI,1722507733
574,novo aripuana,-5.1206,-60.3797,22.42,56,22,0.6,BR,1722507734
575,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,100,75,3.0,RU,1722507735
576,itoman,26.1247,127.6694,29.91,81,20,4.63,JP,1722507736
577,yokadouma,3.5167,15.05,30.8,42,51,2.08,CM,1722507737
578,zell am see,47.3256,12.7944,25.67,63,97,1.11,AT,1722507738
579,tocopilla,-22.092,-70.1979,15.51,76,2,2.67,CL,1722507740
580,yung shue wan,22.2333,114.1167,30.61,82,1,5.57,HK,1722507741
581,sumbawanga,-7.9667,31.6167,23.89,35,0,4.12,TZ,1722507742
582,sao vicente,-23.9631,-46.3919,20.71,89,2,0.92,BR,1722507743
583,gaspe,48.8334,-64.4819,24.12,78,75,2.06,CA,1722507744
584,mossel bay,-34.1831,22.146,15.96,48,0,1.03,ZA,1722507745
585,axim,4.8699,-2.2405,24.6,85,99,4.78,GH,1722507746
586,vanimo,-2.6741,141.3028,26.56,91,58,2.36,PG,1722507747
587,san patricio,28.017,-97.5169,26.5,85,0,2.89,US,1722507748
588,mariana,-20.3778,-43.4161,14.29,93,60,0.83,BR,1722507749
589,pukchil-lodongjagu,40.2019,125.7483,24.36,96,86,1.83,KP,1722507750
590,eduardo castex,-35.915,-64.2945,12.34,95,100,2.99,AR,1722507751
591,curaca,-8.9903,-39.9094,20.88,73,35,6.29,BR,1722507753
592,higuera de zaragoza,25.95,-109.2833,27.29,79,99,2.28,MX,1722507754
593,oamaru,-45.0784,170.9801,1.88,84,13,2.04,NZ,1722507755
594,noshiro,40.2039,140.0242,24.46,86,15,1.16,JP,1722507756
595,kill devil hills,36.0307,-75.676,25.14,96,0,3.09,US,1722507758
596,raja,8.4596,25.678,28.33,56,87,3.78,SS,1722507759
597,nadi,-17.8,177.4167,24.0,78,40,2.06,FJ,1722507760
598,necochea,-38.5473,-58.7368,13.46,92,100,4.89,AR,1722507657
599,ulsteinvik,62.3432,5.8487,16.99,67,55,2.24,NO,1722507762
600,oued el abtal,35.456,0.6878,40.0,16,3,1.59,DZ,1722507763
601,port douglas,-16.4833,145.4667,20.56,80,79,6.09,AU,1722507764
602,imperatriz,-5.5264,-47.4917,23.03,53,0,1.03,BR,1722507530
603,coos bay,43.3665,-124.2179,14.26,98,29,0.43,US,1722507767
